Area,Pop_Change,Births,Deaths,Natural_Increase,Total_InMig,Total_OutMig,Total_NetMig,CB_InMig,CB_OutMig,CB_NetMig,Int_InMig,Int_OutMig,Int_NetMig,Year,Level,Birth_Death_Ratio,Migration_Share,CB_Share,Growth_Class
440 Tammisalo,-12.0,20.0,20.0,0.0,307.0,319.0,-12.0,49.0,70.0,-21.0,258.0,249.0,9.0,2021,sub_area,0.99999999995,0.9999999999166667,-1.7499999998541667,Slight Decline
603 Laajasalo,1044.0,214.0,142.0,72.0,4505.0,3526.0,979.0,909.0,926.0,-17.0,3596.0,2600.0,996.0,2021,sub_area,1.507042253510514,0.9314938154130052,-0.01736465781407828,Strong Growth
491 Yliskylä,401.0,139.0,121.0,18.0,2626.0,2242.0,384.0,536.0,570.0,-34.0,2090.0,1672.0,418.0,2021,sub_area,1.1487603305690184,0.9552238805946388,-0.08854166666643609,Moderate Growth
492 Jollas,-76.0,18.0,9.0,9.0,419.0,502.0,-83.0,98.0,118.0,-20.0,321.0,384.0,-63.0,2021,sub_area,1.9999999997777778,0.902173913033672,-0.24096385541878357,Slight Decline
493 Tullisaari,0.0,24.0,3.0,21.0,320.0,341.0,-21.0,81.0,119.0,-38.0,239.0,222.0,17.0,2021,sub_area,7.999999997333333,0.4999999999880953,-1.8095238094376418,Slight Decline
494 Kruunuvuorenranta,719.0,27.0,6.0,21.0,852.0,154.0,698.0,122.0,41.0,81.0,730.0,113.0,617.0,2021,sub_area,4.49999999925,0.9707927677316123,0.11604584527204005,Strong Growth
495 Hevossalmi,12.0,5.0,3.0,2.0,193.0,181.0,12.0,31.0,26.0,5.0,162.0,155.0,7.0,2021,sub_area,1.6666666661111111,0.8571428570816326,0.41666666663194446,Slight Growth
510 Santahamina,-12.0,1.0,0.0,1.0,95.0,106.0,-11.0,41.0,52.0,-11.0,54.0,54.0,0.0,2021,sub_area,999999999.9999999,0.9166666665902777,-0.9999999999090909,Slight Decline
7 Itäinen suurpiiri,-132.0,1132.0,1059.0,73.0,21976.0,22218.0,-242.0,5561.0,5349.0,212.0,16415.0,16869.0,-454.0,2021,major_district,1.0689329556174987,0.7682539682515294,0.8760330578476198,Moderate Decline
701 Vartiokylä,-258.0,197.0,256.0,-59.0,4337.0,4541.0,-204.0,1063.0,930.0,133.0,3274.0,3611.0,-337.0,2021,sub_area,0.7695312499969941,0.7756653992365945,0.6519607843105296,Moderate Decline
451 Vartioharju,-101.0,49.0,55.0,-6.0,971.0,1065.0,-94.0,185.0,178.0,7.0,786.0,887.0,-101.0,2021,sub_area,0.8909090908928926,0.9399999999905999,0.07446808510559076,Moderate Decline
452 Puotila,-10.0,48.0,83.0,-35.0,1159.0,1125.0,34.0,272.0,246.0,26.0,887.0,879.0,8.0,2021,sub_area,0.5783132530050805,0.4927536231812644,0.7647058823304499,Slight Decline
453 Puotinharju,33.0,42.0,42.0,0.0,933.0,903.0,30.0,246.0,223.0,23.0,687.0,680.0,7.0,2021,sub_area,0.9999999999761906,0.9999999999666667,0.7666666666411112,Slight Growth
455 Marjaniemi,-13.0,7.0,16.0,-9.0,257.0,263.0,-6.0,67.0,66.0,1.0,190.0,197.0,-7.0,2021,sub_area,0.43749999997265626,0.39999999997333335,0.16666666663888888,Slight Decline
457 Itäkeskus,-170.0,51.0,60.0,-9.0,1010.0,1181.0,-171.0,289.0,217.0,72.0,721.0,964.0,-243.0,2021,sub_area,0.8499999999858334,0.9499999999947223,0.4210526315764851,Moderate Decline
702 Myllypuro,-75.0,127.0,120.0,7.0,2070.0,2165.0,-95.0,515.0,516.0,-1.0,1555.0,1649.0,-94.0,2021,sub_area,1.058333333324514,0.9313725490104767,-0.01052631578936288,Slight Decline
454 Myllypuro,-75.0,127.0,120.0,7.0,2070.0,2165.0,-95.0,515.0,516.0,-1.0,1555.0,1649.0,-94.0,2021,sub_area,1.058333333324514,0.9313725490104767,-0.01052631578936288,Slight Decline
703 Mellunkylä,264.0,382.0,387.0,-5.0,8427.0,8159.0,268.0,2134.0,2100.0,34.0,6293.0,6059.0,234.0,2021,sub_area,0.9870801033566226,0.9816849816813858,0.12686567164131768,Moderate Growth
471 Kontula,180.0,133.0,204.0,-71.0,3530.0,3288.0,242.0,881.0,773.0,108.0,2649.0,2515.0,134.0,2021,sub_area,0.6519607843105296,0.7731629392946544,0.44628099173369307,Moderate Growth
472 Vesala,-181.0,69.0,49.0,20.0,1281.0,1484.0,-203.0,317.0,380.0,-63.0,964.0,1104.0,-140.0,2021,sub_area,1.4081632652773846,0.9103139013412094,-0.31034482758467813,Moderate Decline
473 Mellunmäki,212.0,94.0,90.0,4.0,1887.0,1671.0,216.0,474.0,476.0,-2.0,1413.0,1195.0,218.0,2021,sub_area,1.0444444444328396,0.981818181813719,-0.009259259259216392,Moderate Growth
474 Kivikko,157.0,47.0,23.0,24.0,1067.0,931.0,136.0,254.0,269.0,-15.0,813.0,662.0,151.0,2021,sub_area,2.0434782607807183,0.8499999999946876,-0.11029411764624784,Moderate Growth
475 Kurkimäki,-104.0,39.0,21.0,18.0,662.0,785.0,-123.0,208.0,202.0,6.0,454.0,583.0,-129.0,2021,sub_area,1.8571428570544217,0.8723404255257281,0.04878048780448146,Moderate Decline
704 Vuosaari,-63.0,426.0,296.0,130.0,7142.0,7353.0,-211.0,1849.0,1803.0,46.0,5293.0,5550.0,-257.0,2021,sub_area,1.4391891891843271,0.6187683284439333,0.21800947867195258,Slight Decline
541 Keski-Vuosaari,63.0,145.0,151.0,-6.0,2555.0,2499.0,56.0,583.0,608.0,-25.0,1972.0,1891.0,81.0,2021,sub_area,0.9602649006558923,0.9032258064370448,-0.4464285714205995,Slight Growth
544 Meri-Rastila,-188.0,53.0,25.0,28.0,977.0,1194.0,-217.0,289.0,314.0,-25.0,688.0,880.0,-192.0,2021,sub_area,2.1199999999152,0.8857142857106706,-0.11520737327135849,Moderate Decline
545 Kallahti,-75.0,81.0,48.0,33.0,1185.0,1288.0,-103.0,303.0,310.0,-7.0,882.0,978.0,-96.0,2021,sub_area,1.687499999964844,0.7573529411709019,-0.06796116504788387,Slight Decline
546 Aurinkolahti,16.0,107.0,44.0,63.0,1511.0,1560.0,-49.0,452.0,366.0,86.0,1059.0,1194.0,-135.0,2021,sub_area,2.4318181817629134,0.43749999999609374,1.7551020407805082,Slight Growth
547 Rastila,120.0,40.0,28.0,12.0,911.0,810.0,101.0,221.0,205.0,16.0,690.0,605.0,85.0,2021,sub_area,1.428571428520408,0.8938053097266034,0.15841584158258995,Moderate Growth
8 Östersundomin suurpiiri,-36.0,7.0,6.0,1.0,164.0,202.0,-38.0,58.0,76.0,-18.0,106.0,126.0,-20.0,2021,major_district,1.1666666664722223,0.9743589743339909,-0.47368421051385046,Slight Decline
801 Östersundom,-36.0,7.0,6.0,1.0,164.0,202.0,-38.0,58.0,76.0,-18.0,106.0,126.0,-20.0,2021,sub_area,1.1666666664722223,0.9743589743339909,-0.47368421051385046,Slight Decline
550 Östersundom,-20.0,3.0,3.0,0.0,46.0,66.0,-20.0,21.0,31.0,-10.0,25.0,35.0,-10.0,2021,sub_area,0.9999999996666666,0.99999999995,-0.499999999975,Slight Decline
580 Karhusaari,-11.0,2.0,1.0,1.0,34.0,47.0,-13.0,11.0,20.0,-9.0,23.0,27.0,-4.0,2021,sub_area,1.9999999979999998,0.928571428505102,-0.6923076922544379,Slight Decline
591 Landbo,4.0,2.0,2.0,0.0,76.0,72.0,4.0,22.0,19.0,3.0,54.0,53.0,1.0,2021,sub_area,0.9999999995,0.99999999975,0.7499999998125,Slight Growth
592 Puroniitty,-7.0,0.0,0.0,0.0,6.0,13.0,-7.0,3.0,5.0,-2.0,3.0,8.0,-5.0,2021,sub_area,0.0,0.9999999998571428,-0.2857142856734694,Slight Decline
Muut,-1647.0,56.0,294.0,-238.0,8586.0,9801.0,-1215.0,1208.0,3780.0,-2572.0,7378.0,6021.0,1357.0,2021,other,0.1904761904755426,0.8362009635231685,-2.116872427981797,Strong Decline
Kantakaupunki,2741.0,2085.0,1407.0,678.0,55693.0,53696.0,1997.0,17522.0,12899.0,4623.0,38171.0,40797.0,-2626.0,2021,other,1.481876332621548,0.7465420560744873,2.314972458686873,Strong Growth
Esikaupungit,1991.0,4509.0,3656.0,853.0,83858.0,82756.0,1102.0,23583.0,23750.0,-167.0,60275.0,59006.0,1269.0,2021,other,1.233315098467934,0.5636828644498395,-0.15154264972763018,Strong Growth
Koko Helsinki,1537.0,7082.0,5548.0,1534.0,149439.0,149442.0,-3.0,42729.0,42732.0,-3.0,106710.0,106710.0,0.0,2022,city,1.2764960346068355,0.001951854261547201,-0.9999999996666666,Strong Growth
1 Eteläinen suurpiiri,-137.0,1278.0,723.0,555.0,31635.0,32375.0,-740.0,10201.0,8790.0,1411.0,21434.0,23585.0,-2151.0,2022,major_district,1.7676348547693395,0.5714285714281302,1.90675675675418,Moderate Decline
101 Vironniemi,-121.0,107.0,74.0,33.0,3154.0,3321.0,-167.0,1040.0,827.0,213.0,2114.0,2494.0,-380.0,2022,sub_area,1.4459459459264061,0.8349999999958251,1.27544910178877,Moderate Decline
010 Kruununhaka,-46.0,61.0,39.0,22.0,1883.0,1959.0,-76.0,678.0,477.0,201.0,1205.0,1482.0,-277.0,2022,sub_area,1.564102564062459,0.7755102040737193,2.644736842070464,Slight Decline
020 Kluuvi,-12.0,5.0,4.0,1.0,206.0,222.0,-16.0,78.0,69.0,9.0,128.0,153.0,-25.0,2022,sub_area,1.2499999996875,0.941176470532872,0.5624999999648438,Slight Decline
080 Katajanokka,-63.0,41.0,31.0,10.0,1065.0,1140.0,-75.0,284.0,281.0,3.0,781.0,859.0,-78.0,2022,sub_area,1.3225806451186264,0.88235294116609,0.039999999999466664,Slight Decline
102 Ullanlinna,-223.0,221.0,132.0,89.0,6325.0,6649.0,-324.0,1986.0,1644.0,342.0,4339.0,5005.0,-666.0,2022,sub_area,1.6742424242297407,0.7845036319593596,1.0555555555522977,Moderate Decline
030 Kaartinkaupunki,4.0,12.0,6.0,6.0,289.0,294.0,-5.0,121.0,73.0,48.0,168.0,221.0,-53.0,2022,sub_area,1.9999999996666666,0.45454545450413225,9.59999999808,Slight Growth
050 Punavuori,-39.0,70.0,54.0,16.0,2549.0,2608.0,-59.0,823.0,629.0,194.0,1726.0,1979.0,-253.0,2022,sub_area,1.2962962962722908,0.7866666666561778,3.288135593164608,Slight Decline
060 Eira,-21.0,10.0,6.0,4.0,202.0,227.0,-25.0,51.0,48.0,3.0,151.0,179.0,-28.0,2022,sub_area,1.666666666388889,0.8620689654875149,0.1199999999952,Slight Decline
070 Ullanlinna,-105.0,101.0,50.0,51.0,2727.0,2881.0,-154.0,857.0,740.0,117.0,1870.0,2141.0,-271.0,2022,sub_area,2.0199999999596003,0.7512195121914576,0.7597402597353264,Moderate Decline
090 Kaivopuisto,21.0,5.0,2.0,3.0,76.0,61.0,15.0,15.0,18.0,-3.0,61.0,43.0,18.0,2022,sub_area,2.49999999875,0.8333333332870371,-0.19999999998666668,Slight Growth
204 Hernesaari,-51.0,11.0,12.0,-1.0,331.0,381.0,-50.0,93.0,96.0,-3.0,238.0,285.0,-47.0,2022,sub_area,0.9166666665902777,0.9803921568435218,-0.059999999998800006,Slight Decline
520 Suomenlinna,-32.0,12.0,2.0,10.0,151.0,197.0,-46.0,26.0,40.0,-14.0,125.0,157.0,-32.0,2022,sub_area,5.999999997,0.8214285714139031,-0.3043478260803403,Slight Decline
103 Kampinmalmi,518.0,461.0,218.0,243.0,13176.0,12924.0,252.0,4335.0,3420.0,915.0,8841.0,9504.0,-663.0,2022,sub_area,2.1146788990728687,0.5090909090898806,3.6309523809379725,Strong Growth
040 Kamppi,-237.0,112.0,76.0,36.0,3679.0,3963.0,-284.0,1371.0,1010.0,361.0,2308.0,2953.0,-645.0,2022,sub_area,1.4736842105069252,0.8874999999972266,1.2711267605589045,Moderate Decline
130 Etu-Töölö,-432.0,123.0,95.0,28.0,3777.0,4257.0,-480.0,1213.0,1061.0,152.0,2564.0,3196.0,-632.0,2022,sub_area,1.2947368420916343,0.9448818897619196,0.31666666666600696,Moderate Decline
201 Ruoholahti,-82.0,27.0,12.0,15.0,721.0,818.0,-97.0,257.0,224.0,33.0,464.0,594.0,-130.0,2022,sub_area,2.2499999998125,0.8660714285636958,0.340206185563503,Slight Decline
203 Jätkäsaari,1269.0,199.0,35.0,164.0,4999.0,3886.0,1113.0,1494.0,1125.0,369.0,3505.0,2761.0,744.0,2022,sub_area,5.685714285551837,0.8715740015654883,0.33153638813986386,Strong Growth
104 Taka-Töölö,-225.0,153.0,145.0,8.0,4110.0,4344.0,-234.0,1341.0,1096.0,245.0,2769.0,3248.0,-479.0,2022,sub_area,1.0551724137858265,0.966942148756335,1.0470085470040726,Moderate Decline
140 Taka-Töölö,-225.0,153.0,145.0,8.0,4110.0,4344.0,-234.0,1341.0,1096.0,245.0,2769.0,3248.0,-479.0,2022,sub_area,1.0551724137858265,0.966942148756335,1.0470085470040726,Moderate Decline
105 Lauttasaari,-86.0,336.0,154.0,182.0,4870.0,5137.0,-267.0,1499.0,1803.0,-304.0,3371.0,3334.0,37.0,2022,sub_area,2.1818181818040143,0.5946547884173838,-1.138576779021953,Slight Decline
311 Kotkavuori,-71.0,117.0,66.0,51.0,1798.0,1920.0,-122.0,539.0,670.0,-131.0,1259.0,1250.0,9.0,2022,sub_area,1.772727272700413,0.705202312134652,-1.0737704917944773,Slight Decline
312 Vattuniemi,-51.0,113.0,53.0,60.0,1595.0,1706.0,-111.0,492.0,616.0,-124.0,1103.0,1090.0,13.0,2022,sub_area,2.1320754716578856,0.6491228070137478,-1.1171171171070529,Slight Decline
313 Myllykallio,36.0,106.0,35.0,71.0,1477.0,1511.0,-34.0,468.0,517.0,-49.0,1009.0,994.0,15.0,2022,sub_area,3.028571428484898,0.3238095238064399,-1.4411764705458479,Slight Growth
2 Läntinen suurpiiri,116.0,1283.0,1049.0,234.0,24731.0,24833.0,-102.0,8289.0,8412.0,-123.0,16442.0,16421.0,21.0,2022,major_district,1.22306959008463,0.3035714285705251,-1.205882352929354,Moderate Growth
201 Reijola,-334.0,171.0,139.0,32.0,3808.0,4170.0,-362.0,1140.0,1127.0,13.0,2668.0,3043.0,-375.0,2022,sub_area,1.2302158273292791,0.9187817258859929,0.03591160220984555,Moderate Decline
150 Meilahti,-88.0,47.0,19.0,28.0,1333.0,1447.0,-114.0,438.0,404.0,34.0,895.0,1043.0,-148.0,2022,sub_area,2.473684210396122,0.8028169014027972,0.2982456140324715,Slight Decline
161 Vanha Ruskeasuo,-20.0,30.0,29.0,1.0,750.0,768.0,-18.0,243.0,208.0,35.0,507.0,560.0,-53.0,2022,sub_area,1.0344827585850178,0.9473684210027701,1.9444444443364197,Slight Decline
162 Pikku Huopalahti,-171.0,70.0,69.0,1.0,1272.0,1446.0,-174.0,298.0,376.0,-78.0,974.0,1070.0,-96.0,2022,sub_area,1.0144927536084856,0.9942857142800328,-0.44827586206638925,Moderate Decline
180 Laakso,-55.0,24.0,22.0,2.0,453.0,509.0,-56.0,161.0,139.0,22.0,292.0,370.0,-78.0,2022,sub_area,1.090909090859504,0.9655172413626636,0.39285714285012757,Slight Decline
202 Munkkiniemi,192.0,192.0,190.0,2.0,3748.0,3567.0,181.0,1160.0,1240.0,-80.0,2588.0,2327.0,261.0,2022,sub_area,1.010526315784155,0.9890710382459614,-0.4419889502738012,Moderate Growth
301 Vanha Munkkiniemi,-62.0,90.0,105.0,-15.0,1675.0,1726.0,-51.0,441.0,535.0,-94.0,1234.0,1191.0,43.0,2022,sub_area,0.8571428571346938,0.7727272727155647,-1.843137254865821,Slight Decline
302 Kuusisaari,7.0,7.0,3.0,4.0,93.0,89.0,4.0,28.0,44.0,-16.0,65.0,45.0,20.0,2022,sub_area,2.3333333325555556,0.4999999999375,-3.999999999,Slight Growth
303 Lehtisaari,-16.0,11.0,21.0,-10.0,259.0,265.0,-6.0,108.0,103.0,5.0,151.0,162.0,-11.0,2022,sub_area,0.5238095237845805,0.3749999999765625,0.8333333331944445,Slight Decline
304 Munkkivuori,-90.0,56.0,46.0,10.0,756.0,857.0,-101.0,252.0,316.0,-64.0,504.0,541.0,-37.0,2022,sub_area,1.2173913043213611,0.9099099099017125,-0.6336633663303598,Slight Decline
305 Niemenmäki,364.0,20.0,11.0,9.0,751.0,400.0,351.0,246.0,148.0,98.0,505.0,252.0,253.0,2022,sub_area,1.818181818016529,0.9749999999972917,0.27920227920148377,Moderate Growth
306 Talinranta,-11.0,8.0,4.0,4.0,214.0,230.0,-16.0,85.0,94.0,-9.0,129.0,136.0,-7.0,2022,sub_area,1.9999999995,0.79999999996,-0.5624999999648438,Slight Decline
203 Haaga,-102.0,320.0,320.0,0.0,6437.0,6538.0,-101.0,2026.0,2174.0,-148.0,4411.0,4364.0,47.0,2022,sub_area,0.999999999996875,0.9999999999900989,-1.465346534638957,Moderate Decline
291 Etelä-Haaga,126.0,142.0,124.0,18.0,3213.0,3105.0,108.0,966.0,1000.0,-34.0,2247.0,2105.0,142.0,2022,sub_area,1.1451612903133455,0.8571428571360544,-0.3148148148118999,Moderate Growth
292 Kivihaka,-40.0,13.0,7.0,6.0,155.0,200.0,-45.0,41.0,61.0,-20.0,114.0,139.0,-25.0,2022,sub_area,1.857142856877551,0.8823529411591696,-0.44444444443456793,Slight Decline
293 Pohjois-Haaga,-177.0,105.0,98.0,7.0,2092.0,2279.0,-187.0,702.0,797.0,-95.0,1390.0,1482.0,-92.0,2022,sub_area,1.0714285714176384,0.9639175257682273,-0.5080213903716149,Moderate Decline
294 Lassila,-11.0,60.0,91.0,-31.0,977.0,954.0,23.0,317.0,316.0,1.0,660.0,638.0,22.0,2022,sub_area,0.6593406593334138,0.42592592591803846,0.04347826086767486,Slight Decline
204 Pitäjänmäki,82.0,223.0,158.0,65.0,4351.0,4321.0,30.0,1617.0,1618.0,-1.0,2734.0,2703.0,31.0,2022,sub_area,1.4113924050543585,0.3157894736808864,-0.03333333333222222,Slight Growth
320 Konala,184.0,85.0,34.0,51.0,1514.0,1371.0,143.0,635.0,615.0,20.0,879.0,756.0,123.0,2022,sub_area,2.499999999926471,0.7371134020580562,0.13986013985916182,Moderate Growth
461 Pajamäki,-29.0,32.0,24.0,8.0,343.0,381.0,-38.0,141.0,134.0,7.0,202.0,247.0,-45.0,2022,sub_area,1.3333333332777777,0.8260869565037808,0.18421052631094184,Slight Decline
462 Tali,-23.0,13.0,8.0,5.0,182.0,210.0,-28.0,47.0,66.0,-19.0,135.0,144.0,-9.0,2022,sub_area,1.624999999796875,0.848484848459137,-0.6785714285471939,Slight Decline
463 Reimarla,-163.0,52.0,57.0,-5.0,1379.0,1535.0,-156.0,477.0,499.0,-22.0,902.0,1036.0,-134.0,2022,sub_area,0.912280701738381,0.9689440993728637,-0.14102564102473703,Moderate Decline
464 Marttila,-5.0,0.0,2.0,-2.0,29.0,32.0,-3.0,11.0,6.0,5.0,18.0,26.0,-8.0,2022,sub_area,0.0,0.59999999988,1.6666666661111111,Slight Decline
465 Pitäjänmäen yritysalue,118.0,41.0,33.0,8.0,904.0,792.0,112.0,306.0,298.0,8.0,598.0,494.0,104.0,2022,sub_area,1.2424242423865934,0.9333333333255556,0.07142857142793367,Moderate Growth
205 Kaarela,278.0,377.0,242.0,135.0,6387.0,6237.0,150.0,2346.0,2253.0,93.0,4041.0,3984.0,57.0,2022,sub_area,1.5578512396629842,0.5263157894718375,0.6199999999958667,Moderate Growth
331 Kannelmäki,-84.0,144.0,152.0,-8.0,2893.0,2960.0,-67.0,980.0,954.0,26.0,1913.0,2006.0,-93.0,2022,sub_area,0.947368421046399,0.8933333333214222,0.38805970148674535,Slight Decline
332 Maununneva,-97.0,29.0,15.0,14.0,267.0,377.0,-110.0,73.0,90.0,-17.0,194.0,287.0,-93.0,2022,sub_area,1.9333333332044444,0.8870967741863943,-0.15454545454404958,Slight Decline
333 Malminkartano,39.0,89.0,52.0,37.0,1743.0,1745.0,-2.0,751.0,721.0,30.0,992.0,1024.0,-32.0,2022,sub_area,1.7115384615055476,0.05128205128073636,14.9999999925,Slight Growth
334 Hakuninmaa,-55.0,24.0,15.0,9.0,334.0,399.0,-65.0,118.0,143.0,-25.0,216.0,256.0,-40.0,2022,sub_area,1.5999999998933334,0.8783783783665083,-0.3846153846094674,Slight Decline
335 Kuninkaantammi,290.0,73.0,7.0,66.0,891.0,663.0,228.0,335.0,302.0,33.0,556.0,361.0,195.0,2022,sub_area,10.428571427081632,0.7755102040789948,0.14473684210462837,Moderate Growth
336 Honkasuo,185.0,18.0,1.0,17.0,259.0,93.0,166.0,89.0,43.0,46.0,170.0,50.0,120.0,2022,sub_area,17.999999982,0.9071038251316552,0.27710843373327043,Moderate Growth
3 Keskinen suurpiiri,2092.0,982.0,736.0,246.0,27901.0,26065.0,1836.0,8314.0,6319.0,1995.0,19587.0,19746.0,-159.0,2022,major_district,1.3342391304329697,0.8818443804030347,1.0866013071889506,Strong Growth
301 Kallio,1195.0,301.0,250.0,51.0,10643.0,9494.0,1149.0,3150.0,2220.0,930.0,7493.0,7274.0,219.0,2022,sub_area,1.203999999995184,0.9574999999992021,0.8093994778060841,Strong Growth
101 Vilhonvuori,-181.0,37.0,54.0,-17.0,2082.0,2245.0,-163.0,653.0,542.0,111.0,1429.0,1703.0,-274.0,2022,sub_area,0.6851851851724966,0.9055555555505247,0.6809815950878468,Moderate Decline
102 Kalasatama,1039.0,93.0,20.0,73.0,2163.0,1197.0,966.0,527.0,275.0,252.0,1636.0,922.0,714.0,2022,sub_area,4.6499999997675,0.9297401347440523,0.26086956521712124,Strong Growth
103 Sompasaari,706.0,40.0,3.0,37.0,953.0,284.0,669.0,223.0,77.0,146.0,730.0,207.0,523.0,2022,sub_area,13.33333332888889,0.9475920679873264,0.21823617339279786,Strong Growth
111 Siltasaari,-57.0,17.0,12.0,5.0,621.0,680.0,-59.0,194.0,146.0,48.0,427.0,534.0,-107.0,2022,sub_area,1.4166666665486112,0.9218749999855956,0.8135593220201092,Slight Decline
112 Linjat,-225.0,73.0,122.0,-49.0,2611.0,2784.0,-173.0,852.0,673.0,179.0,1759.0,2111.0,-352.0,2022,sub_area,0.5983606557328003,0.779279279275769,1.0346820809188748,Moderate Decline
113 Torkkelinmäki,-87.0,41.0,39.0,2.0,2213.0,2304.0,-91.0,701.0,507.0,194.0,1512.0,1797.0,-285.0,2022,sub_area,1.0512820512550953,0.9784946236453925,2.131868131844705,Slight Decline
302 Alppiharju,-287.0,103.0,101.0,2.0,3579.0,3867.0,-288.0,1204.0,923.0,281.0,2375.0,2944.0,-569.0,2022,sub_area,1.0198019801879228,0.9931034482724376,0.9756944444410567,Moderate Decline
121 Harju,-200.0,58.0,69.0,-11.0,2368.0,2554.0,-186.0,805.0,612.0,193.0,1563.0,1942.0,-379.0,2022,sub_area,0.8405797101327451,0.9441624365434307,1.0376344085965719,Moderate Decline
122 Alppila,-87.0,45.0,32.0,13.0,1211.0,1313.0,-102.0,399.0,311.0,88.0,812.0,1002.0,-190.0,2022,sub_area,1.406249999956055,0.8869565217314177,0.8627450980307574,Slight Decline
303 Vallila,-80.0,177.0,109.0,68.0,4317.0,4472.0,-155.0,1237.0,1110.0,127.0,3080.0,3362.0,-282.0,2022,sub_area,1.6238532109942765,0.6950672645708742,0.8193548387043913,Slight Decline
211 Hermanninmäki,-161.0,51.0,49.0,2.0,1188.0,1354.0,-166.0,298.0,330.0,-32.0,890.0,1024.0,-134.0,2022,sub_area,1.040816326509371,0.9880952380893566,-0.19277108433618814,Moderate Decline
213 Kyläsaari,-7.0,0.0,0.0,0.0,182.0,190.0,-8.0,79.0,77.0,2.0,103.0,113.0,-10.0,2022,sub_area,0.0,0.999999999875,0.24999999996875,Slight Decline
220 Vallila,88.0,126.0,60.0,66.0,2947.0,2928.0,19.0,860.0,703.0,157.0,2087.0,2225.0,-138.0,2022,sub_area,2.099999999965,0.2235294117620761,8.263157894301939,Slight Growth
304 Pasila,941.0,116.0,80.0,36.0,3636.0,2735.0,901.0,1246.0,748.0,498.0,2390.0,1987.0,403.0,2022,sub_area,1.449999999981875,0.9615795090704786,0.5527192008872889,Strong Growth
171 Länsi-Pasila,-118.0,65.0,37.0,28.0,1255.0,1403.0,-148.0,392.0,402.0,-10.0,863.0,1001.0,-138.0,2022,sub_area,1.756756756709277,0.8409090909043131,-0.06756756756711103,Moderate Decline
172 Pohjois-Pasila,819.0,9.0,1.0,8.0,894.0,82.0,812.0,312.0,24.0,288.0,582.0,58.0,524.0,2022,sub_area,8.999999991,0.9902439024378168,0.3546798029552282,Strong Growth
173 Itä-Pasila,-153.0,27.0,42.0,-15.0,970.0,1111.0,-141.0,370.0,266.0,104.0,600.0,845.0,-245.0,2022,sub_area,0.6428571428418368,0.90384615384036,0.7375886524770384,Moderate Decline
174 Keski-Pasila,393.0,15.0,0.0,15.0,517.0,139.0,378.0,172.0,56.0,116.0,345.0,83.0,262.0,2022,sub_area,15000000000.0,0.9618320610662549,0.30687830687749507,Moderate Growth
305 Vanhakaupunki,323.0,285.0,196.0,89.0,5726.0,5497.0,229.0,1477.0,1318.0,159.0,4249.0,4179.0,70.0,2022,sub_area,1.4540816326456425,0.7201257861612574,0.6943231441017715,Moderate Growth
231 Toukola,4.0,16.0,10.0,6.0,245.0,247.0,-2.0,58.0,44.0,14.0,187.0,203.0,-16.0,2022,sub_area,1.59999999984,0.24999999996875,6.9999999965,Slight Growth
232 Arabianranta,-53.0,87.0,17.0,70.0,1558.0,1679.0,-121.0,471.0,451.0,20.0,1087.0,1228.0,-141.0,2022,sub_area,5.117647058522492,0.6335078533998246,0.16528925619698107,Slight Decline
240 Kumpula,-154.0,41.0,14.0,27.0,1008.0,1190.0,-182.0,314.0,284.0,30.0,694.0,906.0,-212.0,2022,sub_area,2.928571428362245,0.87081339712502,0.16483516483425917,Moderate Decline
250 Käpylä,19.0,107.0,105.0,2.0,1543.0,1526.0,17.0,274.0,317.0,-43.0,1269.0,1209.0,60.0,2022,sub_area,1.0190476190379139,0.8947368420581717,-2.5294117645570933,Slight Growth
260 Koskela,524.0,28.0,49.0,-21.0,1220.0,679.0,541.0,325.0,168.0,157.0,895.0,511.0,384.0,2022,sub_area,0.5714285714169096,0.9626334519555825,0.2902033271713675,Strong Growth
270 Vanhakaupunki,-17.0,6.0,1.0,5.0,152.0,176.0,-24.0,35.0,54.0,-19.0,117.0,122.0,-5.0,2022,sub_area,5.9999999939999995,0.8275862068680143,-0.7916666666336806,Slight Decline
4 Pohjoinen suurpiiri,-315.0,438.0,398.0,40.0,6028.0,6391.0,-363.0,1389.0,1775.0,-386.0,4639.0,4616.0,23.0,2022,major_district,1.100502512560049,0.9007444168712141,-1.0633608815397704,Moderate Decline
401 Maunula,-245.0,67.0,112.0,-45.0,1303.0,1509.0,-206.0,278.0,386.0,-108.0,1025.0,1123.0,-98.0,2022,sub_area,0.5982142857089445,0.8207171314708338,-0.5242718446576492,Moderate Decline
281 Pirkkola,1.0,4.0,2.0,2.0,48.0,49.0,-1.0,14.0,10.0,4.0,34.0,39.0,-5.0,2022,sub_area,1.999999999,0.3333333332222222,3.9999999959999997,Slight Growth
282 Maunula,-266.0,52.0,101.0,-49.0,1072.0,1291.0,-219.0,224.0,328.0,-104.0,848.0,963.0,-115.0,2022,sub_area,0.5148514851434173,0.8171641791014286,-0.47488584474669004,Moderate Decline
283 Metsälä,20.0,11.0,9.0,2.0,183.0,169.0,14.0,40.0,48.0,-8.0,143.0,121.0,22.0,2022,sub_area,1.2222222220864198,0.8749999999453125,-0.571428571387755,Slight Growth
