Area,Pop_Change,Births,Deaths,Natural_Increase,Total_InMig,Total_OutMig,Total_NetMig,CB_InMig,CB_OutMig,CB_NetMig,Int_InMig,Int_OutMig,Int_NetMig,Year,Level,Birth_Death_Ratio,Migration_Share,CB_Share,Growth_Class
050 Punavuori,89.0,73.0,46.0,27.0,2512.0,2453.0,59.0,825.0,547.0,278.0,1687.0,1906.0,-219.0,2021,sub_area,1.5869565217046315,0.6860465116199297,4.7118644066997994,Slight Growth
060 Eira,23.0,5.0,8.0,-3.0,236.0,211.0,25.0,51.0,41.0,10.0,185.0,170.0,15.0,2021,sub_area,0.624999999921875,0.8928571428252551,0.399999999984,Slight Growth
070 Ullanlinna,140.0,121.0,63.0,58.0,2827.0,2758.0,69.0,814.0,599.0,215.0,2013.0,2159.0,-146.0,2021,sub_area,1.9206349206044344,0.5433070866098952,3.1159420289403483,Moderate Growth
090 Kaivopuisto,-21.0,1.0,2.0,-1.0,81.0,101.0,-20.0,22.0,31.0,-9.0,59.0,70.0,-11.0,2021,sub_area,0.49999999975,0.9523809523356009,-0.4499999999775,Slight Decline
204 Hernesaari,-11.0,14.0,7.0,7.0,383.0,401.0,-18.0,114.0,103.0,11.0,269.0,298.0,-29.0,2021,sub_area,1.9999999997142857,0.7199999999712,0.6111111110771605,Slight Decline
520 Suomenlinna,-26.0,6.0,1.0,5.0,113.0,142.0,-29.0,30.0,27.0,3.0,83.0,115.0,-32.0,2021,sub_area,5.9999999939999995,0.8529411764455018,0.10344827585850179,Slight Decline
103 Kampinmalmi,1506.0,445.0,200.0,245.0,12877.0,11634.0,1243.0,4452.0,2994.0,1458.0,8425.0,8640.0,-215.0,2021,sub_area,2.224999999988875,0.83534946236503,1.1729686242951143,Strong Growth
040 Kamppi,147.0,106.0,67.0,39.0,3741.0,3637.0,104.0,1416.0,887.0,529.0,2325.0,2750.0,-425.0,2021,sub_area,1.5820895522151925,0.7272727272676415,5.086538461489552,Moderate Growth
130 Etu-Töölö,-115.0,139.0,85.0,54.0,3860.0,4035.0,-175.0,1288.0,1015.0,273.0,2572.0,3020.0,-448.0,2021,sub_area,1.63529411762782,0.7641921397346542,1.5599999999910859,Moderate Decline
201 Ruoholahti,-30.0,29.0,21.0,8.0,742.0,784.0,-42.0,225.0,204.0,21.0,517.0,580.0,-63.0,2021,sub_area,1.3809523808866213,0.8399999999832001,0.4999999999880953,Slight Decline
203 Jätkäsaari,1505.0,171.0,26.0,145.0,4533.0,3177.0,1356.0,1523.0,888.0,635.0,3010.0,2289.0,721.0,2021,sub_area,6.576923076670118,0.9033977348428358,0.46828908554537735,Strong Growth
104 Taka-Töölö,-256.0,162.0,136.0,26.0,3792.0,4075.0,-283.0,1302.0,918.0,384.0,2490.0,3157.0,-667.0,2021,sub_area,1.1911764705794767,0.9158576051750296,1.356890459359163,Moderate Decline
140 Taka-Töölö,-256.0,162.0,136.0,26.0,3792.0,4075.0,-283.0,1302.0,918.0,384.0,2490.0,3157.0,-667.0,2021,sub_area,1.1911764705794767,0.9158576051750296,1.356890459359163,Moderate Decline
105 Lauttasaari,355.0,312.0,160.0,152.0,5326.0,5126.0,200.0,1645.0,1679.0,-34.0,3681.0,3447.0,234.0,2021,sub_area,1.9499999999878126,0.5681818181802041,-0.16999999999915,Moderate Growth
311 Kotkavuori,-74.0,126.0,78.0,48.0,1766.0,1889.0,-123.0,589.0,581.0,8.0,1177.0,1308.0,-131.0,2021,sub_area,1.6153846153639053,0.7192982456098287,0.06504065040597527,Slight Decline
312 Vattuniemi,254.0,107.0,38.0,69.0,1919.0,1731.0,188.0,571.0,603.0,-32.0,1348.0,1128.0,220.0,2021,sub_area,2.8157894736101112,0.7315175097247801,-0.17021276595654142,Moderate Growth
313 Myllykallio,175.0,79.0,44.0,35.0,1641.0,1506.0,135.0,485.0,495.0,-10.0,1156.0,1011.0,145.0,2021,sub_area,1.7954545454137398,0.7941176470541523,-0.07407407407352538,Moderate Growth
2 Läntinen suurpiiri,39.0,1178.0,965.0,213.0,23873.0,24049.0,-176.0,8172.0,8031.0,141.0,15701.0,16018.0,-317.0,2021,major_district,1.2207253885997713,0.4524421593818703,0.8011363636318117,Slight Growth
201 Reijola,-439.0,174.0,148.0,26.0,3600.0,4070.0,-470.0,1131.0,1044.0,87.0,2469.0,3026.0,-557.0,2021,sub_area,1.175675675667732,0.9475806451593799,0.18510638297832957,Moderate Decline
150 Meilahti,-56.0,56.0,23.0,33.0,1313.0,1405.0,-92.0,453.0,359.0,94.0,860.0,1046.0,-186.0,2021,sub_area,2.434782608589792,0.735999999994112,1.0217391304236767,Slight Decline
161 Vanha Ruskeasuo,-84.0,27.0,37.0,-10.0,648.0,725.0,-77.0,218.0,177.0,41.0,430.0,548.0,-118.0,2021,sub_area,0.7297297297100074,0.8850574712541946,0.5324675324606173,Slight Decline
162 Pikku Huopalahti,-237.0,72.0,77.0,-5.0,1190.0,1421.0,-231.0,303.0,369.0,-66.0,887.0,1052.0,-165.0,2021,sub_area,0.9350649350527913,0.9788135593178864,-0.28571428571304885,Moderate Decline
180 Laakso,-62.0,19.0,11.0,8.0,449.0,519.0,-70.0,157.0,139.0,18.0,292.0,380.0,-88.0,2021,sub_area,1.7272727271157025,0.8974358974243918,0.25714285713918367,Slight Decline
202 Munkkiniemi,407.0,174.0,177.0,-3.0,3826.0,3410.0,416.0,1228.0,995.0,233.0,2598.0,2415.0,183.0,2021,sub_area,0.9830508474520733,0.9928400954630243,0.5600961538448075,Moderate Growth
301 Vanha Munkkiniemi,152.0,95.0,119.0,-24.0,1883.0,1705.0,178.0,602.0,406.0,196.0,1281.0,1299.0,-18.0,2021,sub_area,0.7983193277243839,0.8811881188075189,1.101123595499432,Moderate Growth
302 Kuusisaari,17.0,4.0,2.0,2.0,55.0,40.0,15.0,26.0,19.0,7.0,29.0,21.0,8.0,2021,sub_area,1.999999999,0.8823529411245675,0.46666666663555556,Slight Growth
303 Lehtisaari,-10.0,10.0,13.0,-3.0,199.0,205.0,-6.0,80.0,101.0,-21.0,119.0,104.0,15.0,2021,sub_area,0.7692307691715976,0.6666666665925925,-3.4999999994166666,Slight Decline
304 Munkkivuori,111.0,41.0,30.0,11.0,969.0,868.0,101.0,284.0,281.0,3.0,685.0,587.0,98.0,2021,sub_area,1.3666666666211111,0.9017857142776626,0.029702970296735614,Moderate Growth
305 Niemenmäki,167.0,12.0,11.0,1.0,557.0,390.0,167.0,179.0,123.0,56.0,378.0,267.0,111.0,2021,sub_area,1.0909090908099173,0.9940476190417021,0.33532934131535735,Moderate Growth
306 Talinranta,-30.0,12.0,2.0,10.0,163.0,202.0,-39.0,57.0,65.0,-8.0,106.0,137.0,-31.0,2021,sub_area,5.999999997,0.7959183673306957,-0.20512820512294544,Slight Decline
203 Haaga,73.0,321.0,313.0,8.0,6177.0,6110.0,67.0,2189.0,2083.0,106.0,3988.0,4027.0,-39.0,2021,sub_area,1.0255591054280333,0.8933333333214222,1.5820895522151925,Slight Growth
291 Etelä-Haaga,-61.0,142.0,135.0,7.0,3068.0,3133.0,-65.0,1073.0,1017.0,56.0,1995.0,2116.0,-121.0,2021,sub_area,1.0518518518440605,0.9027777777652392,0.8615384615252071,Slight Decline
292 Kivihaka,-12.0,8.0,3.0,5.0,140.0,157.0,-17.0,41.0,61.0,-20.0,99.0,96.0,3.0,2021,sub_area,2.6666666657777776,0.7727272726921488,-1.17647058816609,Slight Decline
293 Pohjois-Haaga,-25.0,110.0,102.0,8.0,1994.0,2025.0,-31.0,738.0,719.0,19.0,1256.0,1306.0,-50.0,2021,sub_area,1.0784313725384467,0.7948717948514136,0.6129032257866805,Slight Decline
294 Lassila,171.0,61.0,73.0,-12.0,975.0,795.0,180.0,337.0,286.0,51.0,638.0,509.0,129.0,2021,sub_area,0.8356164383447175,0.9374999999951172,0.28333333333175925,Moderate Growth
204 Pitäjänmäki,-238.0,199.0,117.0,82.0,4073.0,4402.0,-329.0,1445.0,1670.0,-225.0,2628.0,2732.0,-104.0,2021,sub_area,1.7008547008401635,0.8004866180029185,-0.6838905775055201,Moderate Decline
320 Konala,-86.0,58.0,42.0,16.0,1332.0,1438.0,-106.0,462.0,605.0,-143.0,870.0,833.0,37.0,2021,sub_area,1.3809523809195012,0.8688524590092717,-1.349056603760858,Slight Decline
461 Pajamäki,26.0,24.0,10.0,14.0,369.0,358.0,11.0,114.0,123.0,-9.0,255.0,235.0,20.0,2021,sub_area,2.39999999976,0.4399999999824,-0.8181818181074381,Slight Growth
462 Tali,-4.0,19.0,5.0,14.0,200.0,218.0,-18.0,66.0,75.0,-9.0,134.0,143.0,-9.0,2021,sub_area,3.7999999992399998,0.562499999982422,-0.4999999999722222,Slight Decline
463 Reimarla,-241.0,54.0,36.0,18.0,1233.0,1495.0,-262.0,484.0,553.0,-69.0,749.0,942.0,-193.0,2021,sub_area,1.4999999999583336,0.935714285710944,-0.263358778624949,Moderate Decline
464 Marttila,-4.0,3.0,3.0,0.0,29.0,33.0,-4.0,10.0,4.0,6.0,19.0,29.0,-10.0,2021,sub_area,0.9999999996666666,0.99999999975,1.499999999625,Slight Decline
465 Pitäjänmäen yritysalue,71.0,41.0,21.0,20.0,910.0,860.0,50.0,309.0,310.0,-1.0,601.0,550.0,51.0,2021,sub_area,1.9523809522879818,0.7142857142755101,-0.0199999999996,Slight Growth
205 Kaarela,236.0,310.0,210.0,100.0,6197.0,6057.0,140.0,2179.0,2239.0,-60.0,4018.0,3818.0,200.0,2021,sub_area,1.4761904761834468,0.5833333333309028,-0.4285714285683674,Moderate Growth
331 Kannelmäki,-125.0,126.0,139.0,-13.0,2628.0,2745.0,-117.0,917.0,955.0,-38.0,1711.0,1790.0,-79.0,2021,sub_area,0.9064748201373636,0.899999999993077,-0.32478632478354885,Moderate Decline
332 Maununneva,19.0,16.0,8.0,8.0,266.0,255.0,11.0,80.0,83.0,-3.0,186.0,172.0,14.0,2021,sub_area,1.99999999975,0.5789473683905817,-0.2727272727024793,Slight Growth
333 Malminkartano,-478.0,75.0,44.0,31.0,1596.0,2100.0,-504.0,618.0,812.0,-194.0,978.0,1288.0,-310.0,2021,sub_area,1.704545454506715,0.9420560747645943,-0.3849206349198712,Moderate Decline
334 Hakuninmaa,-23.0,30.0,16.0,14.0,296.0,332.0,-36.0,134.0,139.0,-5.0,162.0,193.0,-31.0,2021,sub_area,1.8749999998828124,0.7199999999856,-0.13888888888503087,Slight Decline
335 Kuninkaantammi,749.0,54.0,2.0,52.0,1226.0,528.0,698.0,366.0,201.0,165.0,860.0,327.0,533.0,2021,sub_area,26.9999999865,0.9306666666654257,0.2363896848134149,Strong Growth
336 Honkasuo,94.0,9.0,1.0,8.0,185.0,97.0,88.0,64.0,49.0,15.0,121.0,48.0,73.0,2021,sub_area,8.999999991,0.916666666657118,0.17045454545260846,Slight Growth
3 Keskinen suurpiiri,1755.0,978.0,705.0,273.0,25775.0,24316.0,1459.0,7692.0,5789.0,1903.0,18083.0,18527.0,-444.0,2021,major_district,1.3872340425512237,0.8423787528863497,1.3043180260443425,Strong Growth
301 Kallio,1232.0,308.0,194.0,114.0,10246.0,9144.0,1102.0,2999.0,2036.0,963.0,7247.0,7108.0,139.0,2021,sub_area,1.587628865971198,0.9062499999992547,0.8738656987287896,Strong Growth
101 Vilhonvuori,-95.0,58.0,38.0,20.0,1932.0,2052.0,-120.0,607.0,470.0,137.0,1325.0,1582.0,-257.0,2021,sub_area,1.5263157894335182,0.8571428571367348,1.1416666666571527,Slight Decline
102 Kalasatama,1227.0,70.0,15.0,55.0,2033.0,860.0,1173.0,472.0,191.0,281.0,1561.0,669.0,892.0,2021,sub_area,4.666666666355556,0.955211726383587,0.23955669224191,Strong Growth
103 Sompasaari,668.0,42.0,4.0,38.0,806.0,174.0,632.0,147.0,43.0,104.0,659.0,131.0,528.0,2021,sub_area,10.499999997375,0.9432835820881443,0.1645569620250561,Strong Growth
111 Siltasaari,-134.0,26.0,22.0,4.0,575.0,713.0,-138.0,193.0,181.0,12.0,382.0,532.0,-150.0,2021,sub_area,1.1818181817644628,0.9718309859086491,0.08695652173850033,Moderate Decline
112 Linjat,-133.0,73.0,82.0,-9.0,2718.0,2851.0,-133.0,893.0,651.0,242.0,1825.0,2200.0,-375.0,2021,sub_area,0.8902439024281678,0.9366197183032633,1.8195488721667705,Moderate Decline
113 Torkkelinmäki,-301.0,39.0,33.0,6.0,2182.0,2494.0,-312.0,687.0,500.0,187.0,1495.0,1994.0,-499.0,2021,sub_area,1.1818181817823692,0.9811320754686128,0.5993589743570533,Moderate Decline
302 Alppiharju,-101.0,93.0,104.0,-11.0,3577.0,3676.0,-99.0,1181.0,896.0,285.0,2396.0,2780.0,-384.0,2021,sub_area,0.8942307692221708,0.8999999999918181,2.8787878787588,Moderate Decline
121 Harju,-11.0,45.0,72.0,-27.0,2377.0,2366.0,11.0,820.0,568.0,252.0,1557.0,1798.0,-241.0,2021,sub_area,0.6249999999913194,0.2894736842029086,22.909090907008263,Slight Decline
122 Alppila,-90.0,48.0,32.0,16.0,1200.0,1310.0,-110.0,361.0,328.0,33.0,839.0,982.0,-143.0,2021,sub_area,1.4999999999531253,0.8730158730089443,0.2999999999972727,Slight Decline
303 Vallila,-17.0,207.0,103.0,104.0,4002.0,4116.0,-114.0,1159.0,1007.0,152.0,2843.0,3109.0,-266.0,2021,sub_area,2.0097087378445657,0.522935779814115,1.3333333333216373,Slight Decline
211 Hermanninmäki,-47.0,62.0,46.0,16.0,1295.0,1356.0,-61.0,349.0,300.0,49.0,946.0,1056.0,-110.0,2021,sub_area,1.3478260869272212,0.7922077921975038,0.8032786885114217,Slight Decline
213 Kyläsaari,-1.0,0.0,0.0,0.0,183.0,183.0,0.0,80.0,83.0,-3.0,103.0,100.0,3.0,2021,sub_area,0.0,0.0,-3000000000.0,Slight Decline
220 Vallila,31.0,145.0,57.0,88.0,2524.0,2577.0,-53.0,730.0,624.0,106.0,1794.0,1953.0,-159.0,2021,sub_area,2.543859649078178,0.3758865248200292,1.9999999999622642,Slight Growth
304 Pasila,761.0,106.0,88.0,18.0,2947.0,2210.0,737.0,1027.0,621.0,406.0,1920.0,1589.0,331.0,2021,sub_area,1.2045454545317664,0.9761589403960581,0.550881953866281,Strong Growth
171 Länsi-Pasila,61.0,69.0,53.0,16.0,1280.0,1236.0,44.0,471.0,351.0,120.0,809.0,885.0,-76.0,2021,sub_area,1.3018867924282664,0.7333333333211112,2.727272727210744,Slight Growth
172 Pohjois-Pasila,110.0,0.0,0.0,0.0,109.0,0.0,109.0,21.0,0.0,21.0,88.0,0.0,88.0,2021,sub_area,0.0,0.9999999999908257,0.19266055045694805,Moderate Growth
173 Itä-Pasila,25.0,35.0,33.0,2.0,959.0,940.0,19.0,339.0,263.0,76.0,620.0,677.0,-57.0,2021,sub_area,1.0606060605739211,0.9047619047188209,3.9999999997894737,Slight Growth
174 Keski-Pasila,565.0,2.0,2.0,0.0,599.0,34.0,565.0,196.0,7.0,189.0,403.0,27.0,376.0,2021,sub_area,0.9999999995,0.9999999999982301,0.3345132743356911,Strong Growth
305 Vanhakaupunki,-120.0,264.0,216.0,48.0,5003.0,5170.0,-167.0,1326.0,1229.0,97.0,3677.0,3941.0,-264.0,2021,sub_area,1.2222222222165637,0.7767441860428989,0.5808383233498153,Moderate Decline
231 Toukola,-42.0,13.0,11.0,2.0,226.0,271.0,-45.0,47.0,48.0,-1.0,179.0,223.0,-44.0,2021,sub_area,1.1818181817107438,0.9574468084902672,-0.022222222221728396,Slight Decline
232 Arabianranta,-73.0,83.0,26.0,57.0,1524.0,1658.0,-134.0,476.0,397.0,79.0,1048.0,1261.0,-213.0,2021,sub_area,3.192307692184911,0.7015706806245992,0.5895522388015706,Slight Decline
240 Kumpula,-67.0,30.0,15.0,15.0,986.0,1065.0,-79.0,314.0,276.0,38.0,672.0,789.0,-117.0,2021,sub_area,1.9999999998666667,0.8404255319059529,0.4810126582217593,Slight Decline
250 Käpylä,-1.0,94.0,115.0,-21.0,1413.0,1392.0,21.0,263.0,318.0,-55.0,1150.0,1074.0,76.0,2021,sub_area,0.8173913043407183,0.4999999999880953,-2.6190476189229024,Slight Decline
260 Koskela,61.0,30.0,45.0,-15.0,706.0,628.0,78.0,193.0,156.0,37.0,513.0,472.0,41.0,2021,sub_area,0.6666666666518519,0.8387096774103364,0.4743589743528928,Slight Growth
270 Vanhakaupunki,2.0,14.0,4.0,10.0,148.0,156.0,-8.0,33.0,34.0,-1.0,115.0,122.0,-7.0,2021,sub_area,3.499999999125,0.44444444441975306,-0.124999999984375,Slight Growth
4 Pohjoinen suurpiiri,-52.0,404.0,375.0,29.0,6482.0,6555.0,-73.0,1572.0,1729.0,-157.0,4910.0,4826.0,84.0,2021,major_district,1.0773333333304604,0.7156862745027873,-2.1506849314773877,Slight Decline
401 Maunula,210.0,87.0,96.0,-9.0,1675.0,1450.0,225.0,372.0,362.0,10.0,1303.0,1088.0,215.0,2021,sub_area,0.9062499999905599,0.9615384615343524,0.04444444444424692,Moderate Growth
281 Pirkkola,7.0,2.0,1.0,1.0,47.0,41.0,6.0,10.0,14.0,-4.0,37.0,27.0,10.0,2021,sub_area,1.9999999979999998,0.8571428570204082,-0.6666666665555555,Slight Growth
282 Maunula,155.0,75.0,86.0,-11.0,1400.0,1228.0,172.0,318.0,302.0,16.0,1082.0,926.0,156.0,2021,sub_area,0.8720930232456733,0.9398907103773777,0.09302325581341266,Moderate Growth
283 Metsälä,48.0,10.0,9.0,1.0,228.0,181.0,47.0,44.0,46.0,-2.0,184.0,135.0,49.0,2021,sub_area,1.1111111109876544,0.9791666666462674,-0.04255319148845632,Slight Growth
402 Länsi-Pakila,-7.0,52.0,58.0,-6.0,819.0,821.0,-2.0,183.0,231.0,-48.0,636.0,590.0,46.0,2021,sub_area,0.8965517241224733,0.24999999996875,-23.999999988,Slight Decline
341 Länsi-Pakila,-7.0,52.0,58.0,-6.0,819.0,821.0,-2.0,183.0,231.0,-48.0,636.0,590.0,46.0,2021,sub_area,0.8965517241224733,0.24999999996875,-23.999999988,Slight Decline
403 Tuomarinkylä,12.0,86.0,45.0,41.0,897.0,932.0,-35.0,217.0,241.0,-24.0,680.0,691.0,-11.0,2021,sub_area,1.911111111068642,0.46052631578341413,-0.685714285694694,Slight Growth
351 Paloheinä,-15.0,58.0,34.0,24.0,576.0,620.0,-44.0,150.0,155.0,-5.0,426.0,465.0,-39.0,2021,sub_area,1.7058823528910037,0.6470588235198962,-0.113636363633781,Slight Decline
352 Torpparinmäki,28.0,28.0,11.0,17.0,321.0,311.0,10.0,67.0,85.0,-18.0,254.0,226.0,28.0,2021,sub_area,2.5454545452231403,0.37037037035665293,-1.79999999982,Slight Growth
404 Oulunkylä,-237.0,151.0,148.0,3.0,2561.0,2791.0,-230.0,664.0,757.0,-93.0,1897.0,2034.0,-137.0,2021,sub_area,1.0202702702633766,0.9871244635150768,-0.4043478260851985,Moderate Decline
284 Patola,-76.0,112.0,107.0,5.0,1793.0,1866.0,-73.0,454.0,479.0,-25.0,1339.0,1387.0,-48.0,2021,sub_area,1.0467289719528343,0.9358974358854372,-0.3424657534199662,Slight Decline
285 Veräjämäki,-127.0,23.0,32.0,-9.0,537.0,656.0,-119.0,150.0,198.0,-48.0,387.0,458.0,-71.0,2021,sub_area,0.7187499999775392,0.9296874999927369,-0.4033613445344255,Moderate Decline
287 Veräjälaakso,-34.0,16.0,9.0,7.0,231.0,269.0,-38.0,60.0,80.0,-20.0,171.0,189.0,-18.0,2021,sub_area,1.7777777775802468,0.8444444444256791,-0.5263157894598338,Slight Decline
405 Itä-Pakila,-30.0,28.0,28.0,0.0,530.0,561.0,-31.0,136.0,138.0,-2.0,394.0,423.0,-29.0,2021,sub_area,0.9999999999642857,0.9999999999677419,-0.0645161290301769,Slight Decline
342 Itä-Pakila,-39.0,28.0,28.0,0.0,485.0,525.0,-40.0,124.0,126.0,-2.0,361.0,399.0,-38.0,2021,sub_area,0.9999999999642857,0.9999999999750001,-0.04999999999875,Slight Decline
353 Tuomarinkartano,9.0,0.0,0.0,0.0,45.0,36.0,9.0,12.0,12.0,0.0,33.0,24.0,9.0,2021,sub_area,0.0,0.9999999998888889,0.0,Slight Growth
5 Koillinen suurpiiri,-229.0,1028.0,819.0,209.0,17527.0,17982.0,-455.0,5144.0,5509.0,-365.0,12383.0,12473.0,-90.0,2021,major_district,1.2551892551877226,0.6852409638543897,-0.8021978021960391,Moderate Decline
501 Latokartano,-303.0,253.0,142.0,111.0,4983.0,5391.0,-408.0,1460.0,1497.0,-37.0,3523.0,3894.0,-371.0,2021,sub_area,1.7816901408325234,0.7861271676285432,-0.09068627450958165,Moderate Decline
361 Viikinranta,-12.0,18.0,2.0,16.0,220.0,247.0,-27.0,41.0,63.0,-22.0,179.0,184.0,-5.0,2021,sub_area,8.9999999955,0.6279069767295836,-0.8148148147846365,Slight Decline
362 Latokartano,-113.0,91.0,38.0,53.0,1645.0,1808.0,-163.0,383.0,471.0,-88.0,1262.0,1337.0,-75.0,2021,sub_area,2.394736842042244,0.754629629626136,-0.5398773006101848,Moderate Decline
363 Viikin tiedepuisto,-55.0,10.0,1.0,9.0,581.0,648.0,-67.0,269.0,231.0,38.0,312.0,417.0,-105.0,2021,sub_area,9.99999999,0.8815789473568213,0.5671641790960125,Slight Decline
364 Viikinmäki,110.0,43.0,7.0,36.0,548.0,472.0,76.0,108.0,114.0,-6.0,440.0,358.0,82.0,2021,sub_area,6.142857141979592,0.6785714285653699,-0.07894736842001385,Moderate Growth
383 Pihlajamäki,-30.0,67.0,63.0,4.0,1552.0,1584.0,-32.0,524.0,473.0,51.0,1028.0,1111.0,-83.0,2021,sub_area,1.0634920634751828,0.8888888888641976,1.5937499999501954,Slight Decline
386 Pihlajisto,-203.0,24.0,31.0,-7.0,437.0,632.0,-195.0,135.0,145.0,-10.0,302.0,487.0,-185.0,2021,sub_area,0.7741935483621228,0.9653465346486865,-0.0512820512817883,Moderate Decline
502 Pukinmäki,71.0,108.0,102.0,6.0,1746.0,1686.0,60.0,514.0,511.0,3.0,1232.0,1175.0,57.0,2021,sub_area,1.0588235294013841,0.909090909077135,0.04999999999916667,Slight Growth
370 Pukinmäki,71.0,108.0,102.0,6.0,1746.0,1686.0,60.0,514.0,511.0,3.0,1232.0,1175.0,57.0,2021,sub_area,1.0588235294013841,0.909090909077135,0.04999999999916667,Slight Growth
503 Malmi,110.0,290.0,255.0,35.0,4814.0,4745.0,69.0,1259.0,1365.0,-106.0,3555.0,3380.0,175.0,2021,sub_area,1.1372549019563245,0.663461538455159,-1.5362318840357068,Moderate Growth
381 Ylä-Malmi,-36.0,67.0,76.0,-9.0,1342.0,1375.0,-33.0,369.0,391.0,-22.0,973.0,984.0,-11.0,2021,sub_area,0.8815789473568213,0.7857142856955783,-0.6666666666464647,Slight Decline
382 Ala-Malmi,270.0,56.0,62.0,-6.0,1479.0,1200.0,279.0,381.0,354.0,27.0,1098.0,846.0,252.0,2021,sub_area,0.9032258064370448,0.9789473684176178,0.09677419354804023,Moderate Growth
385 Malmin lentokenttä,-23.0,21.0,7.0,14.0,232.0,270.0,-38.0,62.0,69.0,-7.0,170.0,201.0,-31.0,2021,sub_area,2.9999999995714286,0.7307692307551775,-0.18421052631094184,Slight Decline
391 Tapaninvainio,-72.0,76.0,84.0,-8.0,883.0,949.0,-66.0,223.0,282.0,-59.0,660.0,667.0,-7.0,2021,sub_area,0.9047619047511337,0.8918918918798393,-0.8939393939258493,Slight Decline
392 Tapanila,-29.0,69.0,26.0,43.0,876.0,947.0,-71.0,223.0,268.0,-45.0,653.0,679.0,-26.0,2021,sub_area,2.653846153744083,0.6228070175383964,-0.6338028168924816,Slight Decline
504 Suutarila,-149.0,116.0,102.0,14.0,1704.0,1872.0,-168.0,508.0,605.0,-97.0,1196.0,1267.0,-71.0,2021,sub_area,1.1372549019496347,0.9230769230718513,-0.5773809523775156,Moderate Decline
401 Siltamäki,-151.0,82.0,83.0,-1.0,1364.0,1518.0,-154.0,430.0,491.0,-61.0,934.0,1027.0,-93.0,2021,sub_area,0.9879518072170126,0.9935483870903643,-0.396103896101324,Moderate Decline
403 Töyrynummi,2.0,34.0,19.0,15.0,340.0,354.0,-14.0,78.0,114.0,-36.0,262.0,240.0,22.0,2021,sub_area,1.7894736841163434,0.48275862067300834,-2.571428571244898,Slight Growth
505 Puistola,50.0,218.0,146.0,72.0,3264.0,3289.0,-25.0,1104.0,1205.0,-101.0,2160.0,2084.0,76.0,2021,sub_area,1.49315068492128,0.2577319587602296,-4.0399999998384,Slight Growth
402 Tapulikaupunki,25.0,105.0,96.0,9.0,1791.0,1770.0,21.0,652.0,687.0,-35.0,1139.0,1083.0,56.0,2021,sub_area,1.0937499999886067,0.6999999999766666,-1.6666666665873016,Slight Growth
411 Puistola,15.0,53.0,32.0,21.0,682.0,692.0,-10.0,194.0,220.0,-26.0,488.0,472.0,16.0,2021,sub_area,1.6562499999482423,0.32258064515088447,-2.59999999974,Slight Growth
412 Heikinlaakso,-4.0,28.0,13.0,15.0,390.0,409.0,-19.0,128.0,163.0,-35.0,262.0,246.0,16.0,2021,sub_area,2.1538461536804734,0.5588235293953288,-1.8421052630609418,Slight Decline
415 Alppikylä,14.0,32.0,5.0,27.0,397.0,414.0,-17.0,128.0,133.0,-5.0,269.0,281.0,-12.0,2021,sub_area,6.39999999872,0.3863636363548554,-0.2941176470415225,Slight Growth
506 Jakomäki,-8.0,43.0,72.0,-29.0,1016.0,999.0,17.0,299.0,326.0,-27.0,717.0,673.0,44.0,2021,sub_area,0.5972222222139274,0.36956521738327036,-1.5882352940242215,Slight Decline
414 Jakomäki,-8.0,43.0,72.0,-29.0,1016.0,999.0,17.0,299.0,326.0,-27.0,717.0,673.0,44.0,2021,sub_area,0.5972222222139274,0.36956521738327036,-1.5882352940242215,Slight Decline
6 Kaakkoinen suurpiiri,1608.0,622.0,420.0,202.0,12113.0,10696.0,1417.0,2562.0,2421.0,141.0,9551.0,8275.0,1276.0,2021,major_district,1.480952380948855,0.8752316244590024,0.09950599858849718,Strong Growth
601 Kulosaari,136.0,44.0,21.0,23.0,885.0,774.0,111.0,177.0,162.0,15.0,708.0,612.0,96.0,2021,sub_area,2.095238095138322,0.8283582089490422,0.1351351351339177,Moderate Growth
420 Kulosaari,135.0,44.0,21.0,23.0,882.0,772.0,110.0,177.0,162.0,15.0,705.0,610.0,95.0,2021,sub_area,2.095238095138322,0.8270676691667138,0.13636363636239668,Moderate Growth
602 Herttoniemi,428.0,364.0,257.0,107.0,6723.0,6396.0,327.0,1476.0,1333.0,143.0,5247.0,5063.0,184.0,2021,sub_area,1.4163424124458508,0.7534562211964206,0.43730886850019174,Moderate Growth
431 Länsi-Herttoniemi,29.0,103.0,78.0,25.0,1801.0,1796.0,5.0,401.0,365.0,36.0,1400.0,1431.0,-31.0,2021,sub_area,1.3205128204958907,0.1666666666611111,7.19999999856,Slight Growth
432 Roihuvuori,592.0,116.0,98.0,18.0,2231.0,1653.0,578.0,486.0,340.0,146.0,1745.0,1313.0,432.0,2021,sub_area,1.1836734693756767,0.9697986577164937,0.25259515570890556,Strong Growth
433 Herttoniemen yritysalu,39.0,14.0,11.0,3.0,371.0,334.0,37.0,89.0,79.0,10.0,282.0,255.0,27.0,2021,sub_area,1.2727272726115701,0.9249999999768751,0.2702702702629657,Slight Growth
434 Herttoniemenranta,-220.0,111.0,50.0,61.0,2013.0,2294.0,-281.0,451.0,479.0,-28.0,1562.0,1815.0,-253.0,2021,sub_area,2.2199999999556,0.8216374268981824,-0.0996441281135244,Moderate Decline
